content,source_url,visit_date
"Begeisterung für das gemeinsame Projekt macht aus einem Team eine feste Einheit, in der jede Meinung geschätzt wird. ",http://www.bmwgroup.com/com/de/karriere/index.html,2014-12-08
"Um langfristig erfolgreich zu sein, bedarf es einer lebenswerten Umwelt und einer intakten Gesellschaft.",http://www.bmwgroup.com/com/de/verantwortung/index.html,2014-12-21
Eine vertrauensbildende Maßnahme – nicht nur bei Einsteigern und bei Fahrern kleinerer Statur.,http://www.harley-davidson.com/content/h-d/de_DE/home/motorcycles/2015-motorcycles/sportster/iron-883.html#!key-features,2014-12-27
Mit einem durchdachten Konzept. Machen wir uns auf den Weg. Richtung Zukunft.,http://www.porsche.com/germany/models/918/918-spyder/,2014-12-26
"Dabei folgen wir einem Plan, einem Ideal, das uns alle eint.",http://www.porsche.com/germany/aboutporsche/principleporsche/,2014-12-13
"An einem perfekten Tag ist alles so, wie es sein soll.",https://www.bmw.de/de/topics/service-zubehoer/original-bmw-zubehoer/interieur.html,2014-12-13
Herkunft und Zukunft lassen sich nicht voneinander trennen.,http://www.porsche.com/germany/models/911/911-carrera-4/concept/identity-911/,2014-12-27
"Muss man sich nicht ab und an von der Tradition befreien, bevor sie eines Tages erstarrt und jede Neuerung unmöglich macht?",http://www.porsche.com/germany/models/911/911-carrera-4/concept/identity-911/,2014-12-02
"Seien wir ehrlich: Kinder träumen selten davon, einmal ein viel beschäftigter Unternehmer zu sein",http://www.porsche.com/germany/models/panamera/panamera-turbo-executive/,2014-12-23
Unser wichtigstes Prinzip lautet nach wie vor Maßanfertigung durch Handarbeit.,http://www.porsche.com/germany/accessoriesandservices/exclusive/philosophy/,2014-12-15
"Wo immer es möglich ist, wird konsequent auf Komponenten gesetzt, die aus nachwachsenden Rohstoffen gefertigt sind.",https://www.bmw.de/de/neufahrzeuge/bmw-i/i8/2013/design.html,2014-12-02
"Von Edelsteinen inspiriert, brillieren BMW Individual Lackierungen durch ihr einzigartiges Wechselspiel der Farben: Mehrfarbige Pigmente geben der Oberfläche eine dreidimensionale Tiefe und erfüllen sie mit Leben.",https://www.bmw.de/de/neufahrzeuge/M/m6grancoupe/2012/design.html,2014-12-12
Der Koffein Augen Roll-On reduziert Augenringe und Schwellungen mit Sofort-Kühl-Effekt.,http://www.garnier.de/gesicht/gesichtspflege-marken/gesichtspflege-produkte/hauterstrahler/koffein-augen-roll-on,2014-12-17
"Von Haselnuss bis hin zu Schwarzbraun – braune Haare sind schon immer eine weibliche, wunderschöne und zeitlose Farbentscheidung.",http://www.perfectmousse.de/perfectmousse/de/de/home/coloration/portfolio/600-hellbraun.html,2014-12-13
"Das Styling wird nicht nur geformt, sondern texturiert. ",http://www.loreal-paris.de/haarstyling/frauen/studio-line-txt/dandy-form-control-paste.aspx,2014-12-16
"Intensiv, strahlende Farbleuchtkraft dank exklusivem Diamant-Glanz-Öl.",http://www.brillance.de/brillance/de/de/home/produkte.html,2014-12-18
Dank des Anti-Müdigkeitskomplexes wird die Haut resistent gegen Anzeichen von Müdigkeit. ,http://www.loreal-paris.de/make-up/teint/concealer/indefectible/concealer/01-vanilla.aspx,2014-12-07
Ganz nach dem Motto: „Das richtige Material in der richtigen Menge am richtigen Ort für die optimale Funktion.“,http://www.audi.de/de/brand/de/vorsprung_durch_technik/content/2013/04/ultra.html,2014-12-26
Unsichtbare Effizienz.,http://www.audi.de/de/brand/de/vorsprung_durch_technik/content/2013/04/ultra.html,2014-12-19
"Ein Ansatz, der auf Wissenschaft und hochwertigen Produkten beruht in puncto wissenschaftliche Innovation setzen unsere international renommierten Forschungsmitarbeiter die neuesten technologischen Errungenschaften ein, um exklusive, visionäre und sichere Produkte zu entwickeln. ",http://www.loreal-paris.de/die-marke/innovation.aspx,2014-12-16
"Das erfordert zunächst ein wenig Disziplin, geht aber schon nach wenigen Tagen wie von selbst von der Hand.",https://www.menexpert.de/gesichtspflege-maenner/der-gepflegte-mann/schoenheitstipps-fuer-maenner/,2014-12-30
"Kein Austrocknen, keine Rückstände – nur unerbittlicher Halt. ",http://www.garnier.de/styling/maenner-styling/maenner-styling-produkte/beton/beton-gel,2014-12-22
"Nichts bringt diesen Style um – wie einem Kaktus können ihm weder extreme Luftfeuchtigkeit, Hitze noch Wind etwas anhaben.",http://www.garnier.de/styling/maenner-styling/maenner-styling-produkte/styling-men-brands-survivor/survivor-gel,2014-12-02
Diese sportlich emotionale Formensprache setzt sich im Interieur konsequent fort und wird unterstrichen durch liebevoll gestaltete Details und eine besonders hohe Wertanmutung.,http://www.mercedes-benz.de/content/germany/mpc/mpc_germany_website/de/home_mpc/passengercars/home/new_cars/models/a-class/w176/facts_/design.html,2014-12-18
"Wir sind heute anders unterwegs, wir sind permanent online, ständig erreichbar.",http://www.mercedes-benz.de/content/germany/mpc/mpc_germany_website/de/home_mpc/passengercars/home/new_cars/models/cla-class/c117/facts_/comfort/mercedesconnectme.html,2014-12-20
Sie bringt einen wesentlichen Aspekt der Marke - die Bipolarität aus Intelligenz und Emotion – exakt auf den Punkt.,http://www.mercedes-benz.de/content/germany/mpc/mpc_germany_website/de/home_mpc/passengercars/home/world/design/design_philosophy.html,2014-12-01
"Hier wird Kreativität geatmet, ja gelebt.",http://www.mercedes-benz.de/content/germany/mpc/mpc_germany_website/de/home_mpc/passengercars/home/world/design/advanced_design-studios/design_sensitivity.html,2014-12-14
"Ein Jahr lange sorgenfrei reisen, so oft und wohin sie wollen!",https://www.allianz.de/reise-und-freizeit/reiseruecktrittsversicherung/jahres-reisepakete/,2014-12-11
"So sind Kinderlähmung, Masern und Hirnhaut­entzündung durch mangelnde Vorsorge­impfungen wieder auf dem Vormarsch.",https://www.cosmosdirekt.de/kindererwerbsunfaehigkeit/#produktuebersicht,2014-12-23
Wohnen heißt auch immer leben.,http://www.hypovereinsbank.de/portal?view=/de/privatkunden/lebensereignisse.jsp,2014-12-29
Reisen heißt auf seine Bedürfnisse hören.,http://www.hypovereinsbank.de/portal?view=/de/privatkunden/lebensereignisse.jsp,2014-12-03
Bernd hat es geschafft.,http://www.hypovereinsbank.de/portal?view=/de/privatkunden/lebensereignisse/ruhestand/im-ruhestand-durchstarten.jsp,2014-12-18
"Irgendwann hat man als junger Erwachsener die Nase voll von zu großer elterlicher Fürsorge oder Vorwürfen, dass man schon wieder eine Samstagnacht durchgefeiert anstatt gelernt hat.",http://www.hypovereinsbank.de/portal?view=/de/privatkunden/lebensereignisse/wohnen/wenn-die-kinder-ausziehen.jsp,2014-12-31
Das Leben ist voller Höhen und Tiefen.,http://about.hypovereinsbank.de/de/portraet/leitbild/,2014-12-18
Doch etwas haben alle Klassiker gemeinsam: Charakter und den Charme vergangener Jahrzehnte.,https://www.axa.de/oldtimer-versicherung,2014-12-14
Die praktischen Druckknöpfe im Schritt ermöglichen der Mama und dem Papa ein garantiert leichtes An- und Ausziehen.,http://www.windeln.de/wellyou-baby-body-kurzarm-marine-weiss-geringelt.html,2014-12-09
Zusätzlich regen drei fantasievolle Motive die Fantasie der kleinen Entdecker an. ,http://www.windeln.de/nuk-easy-learning-cup-fun.html,2014-12-11
"In kombistarker Minimalstruktur punktet der Anzug ""Tom Jones"" in strapazierfähiger Schurwollqualität von Tom.",http://www.hirmer.de/anzuege/businessanzuege/Aktueller-Businessanzug-Tom-Jones.html?farbe=blau,2014-12-20
"Doch manchmal benötigt man auch die kleinen Helferlein für mehr Sicherheit und Mobilität, um den Ausflug und den Besuch bei Freunden nicht nur lustig, sondern auch praktisch umzusetzen.",http://www.windeln.de/unterwegs/,2014-12-16
Musik berührt Menschen auf ganze eigene Art und Weise.,http://www.trauerhilfe-denk.de/trauermusik-in-muenchen-und-bayern-stimmungsvolle-musik-fuer-die-trauerfeier.html,2014-12-10
"Einholen und Hissen der Flagge, musikalische Untermalung (Nationalhymne oder Trauermusik) sowie das Blasen der Steuermannspfeife sind oft verwendete Rituale.",http://www.trauerhilfe-denk.de/seebestattung-muenchen-und-bayern-das-meer-als-grabstaette-trauerhilfe-denk.html,2014-12-04
"Jeder Mensch ist einzigartig, jeder Abschied ist es auch.",http://www.angelis-bestattung.de/,2014-12-21
Transparenz ist Grundlage unseres Handelns.,http://www.bacardi-deutschland.de/corporate-responsibility/unsere-verantwortung,2014-12-03
Im vollsten Vertrauen in unsere Mitarbeiter übertreffen wir alle Erwartungen.,http://www.bacardi-deutschland.de/karriere/bacardi-als-arbeitgeber,2014-12-19
Das Leben von Paris in einer Flasche.,http://www.bacardi-deutschland.de/unsere-marken/st-germain,2014-12-16
Das mit reinem Wasser aus einer artesischen Quelle auf Trinkstärke gebrachte LUX-Destillat wird anschließend sehr langsam in mehreren Gängen durch aktivierte Birkenholzkohle und schließlich Kristallquarz filtriert und „poliert“.,http://moskovskaya.de/unsere-produkte/,2014-12-11
Entdecken Sie ein tolles Design und vollkommen neue Features.,http://www.bild.de/corporate-site/ueber-bild-de/bild-de/artikel-ueber-bild-de-17520982.bild.html,2014-12-04
Dafür braucht man die besten Ideen und Instrumente.,http://www.axelspringer.de/media/Unsere-Angebote-Vermarktungsangebote_5201143.html,2014-12-10
"Jetzt geht es darum, die Digitalisierung noch schneller und energischer voranzutreiben.",http://www.axelspringer.de/artikel/Unternehmensportraet_40170.html,2014-12-21
Die Menschen haben mit vielen Schwierigkeiten zu kämpfen.,https://www.milka.de/marke/schokoladenproduktion/unser%20engagement,2014-12-25
"Die unvergleichliche Natur der Alpen mit ihren Farben, Düften und Klängen verzaubert und verführt! ",https://www.milka.de/marke/alpenmomente,2014-12-07
Dein zarter Wunsch wird zu deinem personalisiertem Video!,https://wunschzeit.milka.com/de/,2014-12-13
"Ja, so einfach ist das.",http://www.kelloggs.de/de_DE/einguterstart.html?gclid=CPfal4rzu8ICFczMtAod8hUASQ&gclsrc=aw.ds,2014-12-07
Bin ich fit und fair?,http://www.kelloggs.de/de_DE/who-we-are-landing/our-community.html,2014-12-14
"Trage ihn, wie es Dir gefällt!",http://www.amorelie.de/dessous/slips-strings/besondere-hoeschen/perlenstringpanty-acapricho-schwarz/,2014-12-17
Lieb war gestern.,http://www.amorelie.de/erotik-accessoires/bondage/peitschen/riding-crop/,2014-12-25
Große Aufregung in den Bergen.,http://www.mytoys.de/PLAYMOBIL-Gro%C3%9Fe-Bergwelt/PLAYMOBIL/KID/de-mt.to.br01.26.71/,2014-12-05
Schon bald werden Sie mit Leichtigkeit zwischen Arbeit und Vergnügen wechseln – oder beides gleichzeitig machen. ,http://windows.microsoft.com/de-de/windows-8/meet,2014-12-31
Arbeiten Sie wie ein Designer.,http://office.microsoft.com/de-de/powerpoint/,2014-12-09
"Sie haben eine Pause eingelegt und wissen nicht mehr, wo Sie waren? ",http://office.microsoft.com/de-de/word/,2014-12-03
Experimentieren Sie bei der Gestaltung doch einfach ein wenig.,http://office.microsoft.com/de-de/word/,2014-12-29
"Feiere diese Orgie der Geschwindigkeit, des Stils und der Rennabenteuer zusammen mit Freunden.",http://www.xbox.com/de-DE/xbox-one/meet-xbox-one?xr=shellnav,2014-12-25
"Im Lieferumfang ist ein Aluminum-Stift enthalten, der sich genau wie ein richtiger Stift anfühlt.",http://www.microsoft.com/surface/de-DE/products/surface-pro-3?ocid=SURFACE-PRO-3_0_WOL_Hero_Home_Info_Null_01,2014-12-22
"Der Shop bietet Ihnen ein vielfältiges Sortiment an zeitlosen und technischen Produkten, bis hin zu hochwertigen Neuheiten – für jeden Geschmack ist ein passender Artikel dabei.",https://emea.int.sapmerchandise.com/,2014-12-29
Unsere Vorhersage: mit diesem quadratischen Erdbeerfeld sind Sie überall heiß begehrt.,http://www.ritter-sport.de/de/produkte/detail/Erdbeer-Joghurt-00001?categoryIndex=1&categoryLabel=100g%20TAFELN&filter=all,2014-12-24
Die passt zu mir.,http://www.yogurette.de/,2014-12-12
"Ein italienisches Gesetz verbietet das Präfix ""Super"" in Markennamen.",http://www.nutella.de/historie,2014-12-13
Spielplätze bieten oft stundenlang Spielspaß im Freien.,http://www.kinderschokolade.de/freizeitideen-fuer-die-familie,2014-12-30
"Neben unseren Produkten basiert auch unser Unternehmenserfolg auf einer ganz besonderen Rezeptur: Natürlichkeit, Umwelt, Familie und Qualität!",http://www.katjes.de/wir-bei-katjes.html,2014-12-08
Und das Besondere an ihm: seine einzigartige Wabenstruktur.,http://www.katjes.de/veggie-garten/veggie-produkte/biene-maja-bonbons.html,2014-12-10
"So können Sie selbst bestimmen, wie Sie sich fühlen.",http://www.teekanne.de/produktwelt/kraeutertee/harmonie-fuer-koerper-seele/,2014-12-08
"Als ""Königsdisziplin"" der sozialen Beziehung gilt nach wie vor die Partnerschaft.",http://www.friendscout24.de/ratgeber/beziehung,2014-12-28
Lieber ein Handtuch im Nacken als den Chef.,http://www.tui.com/tui-vital/?contentid=RW:2481_link_beach,2014-12-13
"Dann kommt mit in unsere Welt … eine Welt, die so anders und farbenfroh ist als alles, was du bisher erlebt hast.",http://blog.tui.com/casting-fuer-animateure-teil-1-ueberlegst-du-noch-oder-erlebst-du-schon,2014-12-08
Gemeinsam sind wir ein super Team!,http://www.cs-friseure.de/frisur-finden/,2014-12-05
"Chromatology ist eine schlanke, moderne Farblinie, die unbegrenzte Möglichkeiten in der Kreation raffinierter Farbtöne bietet.",http://www.sassoon-salon.de/farbe/,2014-12-23
"Die Looks der Kollektion arbeiten dabei mit den Elementen Licht und Schatten, wodurch die neuen Cut-and-Colour-Techniken einen dreidimensionalen Effekt erschaffen.",http://www.sassoon-salon.de/muenchen/,2014-12-24
"Wir lieben die Herausforderung, fühlen uns unseren Kunden verpflichtet und verstehen unsere Dienstleistung als optimale Kombination Ihrer Wünsche und unseres Wissens.",http://www.friseure-in-muenchen.de/friseure-muenchen_friseur.html,2014-12-17
Oder kopfüber auftragen und mit der Antigravitäts-Technik trocken föhnen.,http://www.wella.com/professional/de-DE/product/styling/wet_boost_bounds_curl_enhancing_mousse_300,2014-12-29
Die klare Suppe beeindruckt mit erlesener Gemüseeinlage und einer besonders raffinierten Nudeleinlage.,https://www.maggi.de/produkte/alle-produkte/maggi-guten-appetit-eiermuschel-suppe,2014-12-23
Die Welt steht nicht still.,https://www.maggi.de/ueber-maggi/heute,2014-12-14
Have die Pause deines Lebens.,http://www.kitkat.de/#aktion,2014-12-14
Die charmante und sinnliche Art Riegel zu genießen. ,http://www.kitkat.de/#kitkat,2014-12-13
"Gesundheit und Wohlbefinden sind ein Leben lang sehr bedeutsam, hiervon sind wir überzeugt.",http://www.nestle-marktplatz.de/view/navi_schoeller_ueber-uns_quality-kids_teaser,2014-12-05
"Deshalb ist es wichtig, den Aufwand für Verpackungen ökologisch vertretbar zu gestalten und gleichzeitig die Verschwendung von Nahrungsmitteln zu minimieren.",http://www.nestle.de/themenwelten/debatte/kaffeekapseln,2014-12-17
"Sie werden nach Farben sortiert, in Formen gelegt oder zu fantasievollen Wesen wie Einhörnern, Drachen oder Zauberern, die bunte Geschichten erleben.",http://www.nestle.de/themenwelten/ein-bild-und-seine-geschichte,2014-12-26
Sie vereinen hohe Effektivität mit großem Komfort und werden von vielen Menschen täglich gebraucht.,http://www.obi.de/de/rat-und-tat/wissenswertes/duschsysteme/index.html,2014-12-09
"Hohe Decken sind zwar schön, doch manchmal stören sie auch eine ausgewogene Raumproportion.",http://www.obi.de/de/rat-und-tat/wohnen/alles-rund-um-farbe/farbberater/index.html,2014-12-03
"Die dekorative, verstärkte Abschlusskante und der darüberliegende, zur Mitte hin geschwungene Rahmen, der jedes Element umschließt, sind charakteristisch für diese Serie.",http://www.obi.de/decom/product/Wenko_Eckablage_Sion_Power-Loc_Befestigen_ohne_Bohren_21_cm_breit/8838740,2014-12-17
"Und zusätzlich zu den Honig-Sternen gibt es eine weitere spannende Produktform, die in gewissen Abständen wechselt.",https://www.nestle-cereals.de/products/cereals/nestle-kosmostars,2014-12-22
"Wer gesund leben möchte, sollte darauf achten, dass max. 30% seiner Kalorien aus dem Fett stammen.",http://www.hertaland.de/herta/qs_naehrwerte.php,2014-12-01
"SB-Produkte kann man in die Hand nehmen, durch die Packung befühlen und genau betrachten.",http://www.hertaland.de/herta/qs_verpackungen_vorteile.php,2014-12-25
 Diese zeichnet sich durch besondere Cremigkeit und einen fein würzigen Geschmack aus.,http://www.hertaland.de/produkt/delikatess-leberwurst-125g_70,2014-12-12
Roséfarben unterstreichen das Gehäuse und das feingliedrige Armband charmant die zarte Ausdruckskraft.,http://www.bonprix.de/produkt/uhr-whitney-gold-957811/,2014-12-18
Die herrlich verarbeiteten Zirkoniasteine sorgen für wundervoll funkelnde Lichtbrechungen und strahlen dank ihrer dezenten Einfassung in alle Richtungen.,http://www.bonprix.de/produkt/klappcreolen-serie-mit-zirkoniastein-goldchampagner-923384/?bundle=8061092#image,2014-12-30
Als neue Wrap-Generation sollen sie zusätzliche Verzehranlässe in der Außerhaus-Verpflegung generieren und frische Verkaufsimpulse geben.,http://www.salomon-foodworld.com/de/wir-ueber-uns/presse/2012/wraps-around-the-clock-und-burger-vielfalt.php,2014-12-18
